name,latitude,longitude,description,city,country,category,address,phone,website
Bar San Calisto | Roma,41.8890617,12.4708035,"Italian beers, long drinks & cream-topped coffee granita at a down-to-earth bar opened in the 1960s. | Rating: 4.5/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""6 AM to 2 AM""},{""day"":""Tuesday"",""hours"":""6 AM to 2 AM""},{""day"":""Wednesday"",""hours"":""6 AM to 2 AM""},{""day"":""Thursday"",""hours"":""6 AM to 2 AM""},{""day"":""Friday"",""hours"":""6 AM to 2 AM""},{""day"":""Saturday"",""hours"":""6 AM to 2 AM""},{""day"":""Sunday"",""hours"":""6 AM to 2 AM""}] | Place ID: ChIJMejcbThgLxMRs9tghChZbRI",Rome,Italy,cafe,"Piazza di S. Calisto, 3, 00153 Roma RM, Italy",,https://barsancalisto.it/
Bar Tabacchi,45.515864,9.2035804,"Rating: 4.3/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""6:30 AM to 7:30 PM""},{""day"":""Tuesday"",""hours"":""6:30 AM to 7:30 PM""},{""day"":""Wednesday"",""hours"":""6:30 AM to 7:30 PM""},{""day"":""Thursday"",""hours"":""6:30 AM to 7:30 PM""},{""day"":""Friday"",""hours"":""6:30 AM to 7:30 PM""},{""day"":""Saturday"",""hours"":""6:30 AM to 7:30 PM""},{""day"":""Sunday"",""hours"":""Closed""}] | Place ID: ChIJe--PyQHHhkcRf4oP5HNdxEQ",Milan,Italy,bar,"Viale Esperia, 1620, 20162 Milano MI, Italy",,
Bar Tabacchi Zanzibar,45.520378,9.2268199,"Rating: 4.3/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""6 AM to 8:30 PM""},{""day"":""Tuesday"",""hours"":""6 AM to 8:30 PM""},{""day"":""Wednesday"",""hours"":""6 AM to 8:30 PM""},{""day"":""Thursday"",""hours"":""6 AM to 8:30 PM""},{""day"":""Friday"",""hours"":""6 AM to 8:30 PM""},{""day"":""Saturday"",""hours"":""6 AM to 8:30 PM""},{""day"":""Sunday"",""hours"":""6 AM to 8 PM""}] | Place ID: ChIJWc-TamjHhkcRRfPGTOYZHJo",Milan,Italy,cafe,"Viale Monza, 345/a, 20126 Milano MI, Italy",,
Bar Thursdaydrinkclub,37.5415759,126.9732313,"Rating: 4.8/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""7 PM to 1 AM""},{""day"":""Tuesday"",""hours"":""7 PM to 1 AM""},{""day"":""Wednesday"",""hours"":""7 PM to 1 AM""},{""day"":""Thursday"",""hours"":""7 PM to 1 AM""},{""day"":""Friday"",""hours"":""7 PM to 1 AM""},{""day"":""Saturday"",""hours"":""7 PM to 1 AM""},{""day"":""Sunday"",""hours"":""7 PM to 1 AM""}] | Place ID: ChIJ05UMP0GjfDURbYM6P1i5W3g",Seoul,South Korea,bar,"South Korea, Seoul, Yongsan District, Hangang-daero, 260 2층",,https://instagram.com/thursdaydrinkclub?igshid=MmIzYWVlNDQ5Yg==
Bar Thyme,-37.7996528,144.896719,"Rating: 4.8/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""Closed""},{""day"":""Tuesday"",""hours"":""Closed""},{""day"":""Wednesday"",""hours"":""5 to 10 PM""},{""day"":""Thursday"",""hours"":""5 to 10 PM""},{""day"":""Friday"",""hours"":""5 to 11 PM""},{""day"":""Saturday"",""hours"":""12 to 11 PM""},{""day"":""Sunday"",""hours"":""12 to 4 PM""}] | Place ID: ChIJj6YS57Jd1moR1byFl5zJ1p4",Melbourne,Australia,cafe,"227 Barkly St, Footscray VIC 3011, Australia",,http://barthyme.com.au/
Bar Tozino - Spanish Tapas Restaurant London,51.4993251,-0.0755213,"Barcelona-style tapas bar in rustic jamon bodega, with hanging hams and meat carved in front of you. | Rating: 4.6/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""Closed""},{""day"":""Tuesday"",""hours"":""Closed""},{""day"":""Wednesday"",""hours"":""5 to 10 PM""},{""day"":""Thursday"",""hours"":""5 to 10 PM""},{""day"":""Friday"",""hours"":""12 to 10 PM""},{""day"":""Saturday"",""hours"":""11 AM to 10 PM""},{""day"":""Sunday"",""hours"":""12 to 5 PM""}] | Place ID: ChIJpcPnq0YDdkgRlZcLHqj1EUg",London,United Kingdom,cafe,"Malty St Market, Ropewalk, London SE1 3PA, United Kingdom",,https://casa-valero.com/
Bar Trattoria da Luciano e Stefano,45.4444813,9.2636679,"Rating: 4.3/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""8 AM to 3 PM""},{""day"":""Tuesday"",""hours"":""8 AM to 3 PM""},{""day"":""Wednesday"",""hours"":""8 AM to 3 PM""},{""day"":""Thursday"",""hours"":""8 AM to 3 PM""},{""day"":""Friday"",""hours"":""8 AM to 3 PM""},{""day"":""Saturday"",""hours"":""8 AM to 4 PM""},{""day"":""Sunday"",""hours"":""8 AM to 12 PM""}] | Place ID: ChIJkR5EMPrFhkcRISCmyRRuCnc",Milan,Italy,cafe,"Via Elio Vittorini, 24, 20138 Milano MI, Italy",,http://www.facebook.com/trattoriapontelambro
Bar TwentySeven,52.3724914,4.8933255,"Rating: 4.7/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""12 PM to 1 AM""},{""day"":""Tuesday"",""hours"":""12 PM to 1 AM""},{""day"":""Wednesday"",""hours"":""12 PM to 1 AM""},{""day"":""Thursday"",""hours"":""12 PM to 1 AM""},{""day"":""Friday"",""hours"":""12 PM to 3 AM""},{""day"":""Saturday"",""hours"":""12 PM to 3 AM""},{""day"":""Sunday"",""hours"":""12 PM to 1 AM""}] | Place ID: ChIJq2fVehYJxkcRMZz9PllMTPk",Amsterdam,Netherlands,bar,"Dam 27, 1012 JS Amsterdam, Netherlands",,https://www.bartwentyseven.com/
Bar Vier,37.532596,126.9740662,"Rating: 4.7/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""Closed""},{""day"":""Tuesday"",""hours"":""6 PM to 1 AM""},{""day"":""Wednesday"",""hours"":""6 PM to 1 AM""},{""day"":""Thursday"",""hours"":""6 PM to 1 AM""},{""day"":""Friday"",""hours"":""6 PM to 2 AM""},{""day"":""Saturday"",""hours"":""6 PM to 2 AM""},{""day"":""Sunday"",""hours"":""6 PM to 1 AM""}] | Place ID: ChIJK9hP91ejfDURnsfXuoyu0eM",Seoul,South Korea,cafe,"South Korea, Seoul, Yongsan District, Hangangno 1(il)-ga, 지하1층 216-11",,https://www.instagram.com/bar_vier/
Bar-Cafeteria Prados,41.3784022,2.1278974,"Rating: 4.8/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""7:30 AM to 9 PM""},{""day"":""Tuesday"",""hours"":""7:30 AM to 9 PM""},{""day"":""Wednesday"",""hours"":""7:30 AM to 9 PM""},{""day"":""Thursday"",""hours"":""7:30 AM to 9 PM""},{""day"":""Friday"",""hours"":""7:30 AM to 9 PM""},{""day"":""Saturday"",""hours"":""7:30 AM to 9 PM""},{""day"":""Sunday"",""hours"":""8:30 AM to 8 PM""}] | Place ID: ChIJ513TFWOZpBIRoBx28JOBAio",Barcelona,Spain,cafe,"Av. de Madrid, 98, Sants-Montjuïc, 08028 Barcelona, Spain",,https://www.instagram.com/prados_bar_cafeteria
Bar-Cervecería La Morcilla.,40.344561,-3.712822,"Rating: 4.3/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""9:30 AM to 10:30 PM""},{""day"":""Tuesday"",""hours"":""9:30 AM to 10:30 PM""},{""day"":""Wednesday"",""hours"":""9:30 AM to 10:30 PM""},{""day"":""Thursday"",""hours"":""9:30 AM to 10:30 PM""},{""day"":""Friday"",""hours"":""10 AM to 11:30 PM""},{""day"":""Saturday"",""hours"":""11 AM to 11:30 PM""},{""day"":""Sunday"",""hours"":""Closed""}] | Place ID: ChIJ6aMozCQnQg0RXMgnjWEu6I0",Madrid,Spain,bar,"C. Alberto Palacios, 2, Villaverde, 28021 Madrid, Spain",,
bar56,40.7033899,-73.9923524,"Rating: 4.8/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""Closed""},{""day"":""Tuesday"",""hours"":""5 to 9 PM""},{""day"":""Wednesday"",""hours"":""5 to 10 PM""},{""day"":""Thursday"",""hours"":""Closed""},{""day"":""Friday"",""hours"":""12 to 4 PM, 5 to 10 PM""},{""day"":""Saturday"",""hours"":""12 to 4 PM, 5 to 10 PM""},{""day"":""Sunday"",""hours"":""12 to 4 PM, 5 to 9 PM""}] | Place ID: ChIJ5SzimXpbwokRR2U_8IFONFw",New York,United States,cafe,"53 Water St, Brooklyn, NY 11201",,https://www.bar56dumbo.com/
Barangaroo Reserve,-33.8633,151.2,,Sydney,Australia,,,,
Baranovskoe Central Cemetery,43.644335,39.72749,,Khostinsky City District,Russia,cemetery,,,
Baranovskoye Kladbishche,43.6452535,39.7282979,Rating: 3.7/5 (0 reviews) | Place ID: ChIJ8cT-9-zM9UARDFwBJStI6iU,Bolshoy Sochi,Russia,cemetery,"Bolshoy Sochi, Krasnodar Krai, Russia, 354068",,
Baraonda Bar,45.5150757,9.1423547,"Rating: 4.3/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""6 AM to 7:30 PM""},{""day"":""Tuesday"",""hours"":""6 AM to 7:30 PM""},{""day"":""Wednesday"",""hours"":""6 AM to 7:30 PM""},{""day"":""Thursday"",""hours"":""6 AM to 7:30 PM""},{""day"":""Friday"",""hours"":""6 AM to 7:30 PM""},{""day"":""Saturday"",""hours"":""6 AM to 7:30 PM""},{""day"":""Sunday"",""hours"":""Closed""}] | Place ID: ChIJZcSDtlzAhkcRxcdGcS29G7k",Milan,Italy,cafe,"Via Giuseppe Ungaretti, 10, 20157 Milano MI, Italy",,
Barbadoes Street Cemetery,-43.524265,172.6455,,Christchurch City,New Zealand,cemetery,,,
Barbadoes Street Cemetery,-43.5232807,172.6460786,"Rating: 4.4/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""Open 24 hours""},{""day"":""Tuesday"",""hours"":""Open 24 hours""},{""day"":""Wednesday"",""hours"":""Open 24 hours""},{""day"":""Thursday"",""hours"":""Open 24 hours""},{""day"":""Friday"",""hours"":""Open 24 hours""},{""day"":""Saturday"",""hours"":""Open 24 hours""},{""day"":""Sunday"",""hours"":""Open 24 hours""}] | Place ID: ChIJhfzF5ZeLMW0RqXiugUzrHIU",Christchurch,New Zealand,cemetery,"384 Barbadoes Street, Christchurch Central City, Christchurch 8013, New Zealand",,
Barbican Centre,51.5202077,-0.0937864,"Cultural venue with concert hall, theatres, cinema, galleries and home of London Symphony Orchestra. | Rating: 4.6/5 (0 reviews) | Place ID: ChIJdbJk-1YbdkgRQB_SdWbiVsc",London,United Kingdom,art_gallery,"Silk St, Barbican, London EC2Y 8DS, United Kingdom",,https://www.barbican.org.uk/
Barbican Centre,51.5202,-0.095,,London,United Kingdom,landmark,,,
Barbican Centre,51.52,-0.0956,,London,United Kingdom,museum,,,
Barbican Estate,51.519166666,-0.093888888,,London,United Kingdom,landmark,,,
Barbuto Brooklyn,40.7024367,-73.99552,"Rating: 4.6/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""7 to 10 AM, 12 to 10 PM""},{""day"":""Tuesday"",""hours"":""7 to 10 AM, 12 to 10 PM""},{""day"":""Wednesday"",""hours"":""7 to 10 AM, 12 to 3 PM, 5 PM to 1 AM""},{""day"":""Thursday"",""hours"":""9 AM to 3 PM, 5 to 9 PM""},{""day"":""Friday"",""hours"":""7 to 10 AM, 12 to 10:30 PM""},{""day"":""Saturday"",""hours"":""9 AM to 3 PM, 4 to 10:30 PM""},{""day"":""Sunday"",""hours"":""9 AM to 3 PM, 4 to 9:30 PM""}] | Place ID: ChIJ60KUCphbwokRXWseK7A_M4Y",New York,United States,restaurant,"60 Furman St, Brooklyn, NY 11201",,https://www.1hotels.com/brooklyn-bridge/taste/barbuto?utm_source=yext&utm_medium=organic&utm_campaign=yext
Barça Immersive Tour,41.3806162,2.1202779,"Rating: 4.2/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""10 AM to 6 PM""},{""day"":""Tuesday"",""hours"":""10 AM to 6 PM""},{""day"":""Wednesday"",""hours"":""10 AM to 6 PM""},{""day"":""Thursday"",""hours"":""10 AM to 6 PM""},{""day"":""Friday"",""hours"":""10 AM to 6 PM""},{""day"":""Saturday"",""hours"":""10 AM to 6 PM""},{""day"":""Sunday"",""hours"":""10 AM to 3 PM""}] | Place ID: ChIJ0XAdyTOZpBIRzqixzH4GG9I",Barcelona,Spain,museum,"Main access nº 15, Carrer d'Arístides Maillol, s/n, Les Corts, 08028 Barcelona, Spain",,https://www.fcbarcelona.com/en/tickets/barca-immersive-tour
Barcelona Beach,41.3783631,2.1924661,"Rating: 4.6/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""10:30 AM to 7:30 PM""},{""day"":""Tuesday"",""hours"":""10:30 AM to 7:30 PM""},{""day"":""Wednesday"",""hours"":""10:30 AM to 7:30 PM""},{""day"":""Thursday"",""hours"":""10:30 AM to 7:30 PM""},{""day"":""Friday"",""hours"":""10:30 AM to 7:30 PM""},{""day"":""Saturday"",""hours"":""10:30 AM to 7:30 PM""},{""day"":""Sunday"",""hours"":""10:30 AM to 7:30 PM""}] | Place ID: ChIJcz825dyjpBIRch7kqNoYra0",Barcelona,Spain,landmark,"Platja de, Ciutat Vella, 08003 Barcelona, Spain",,
Barcelona Botanical Garden,41.3621881,2.1574698,"Landscaped international flora, chosen to thrive in Mediterranean conditions, plus sea & city views. | Rating: 4.3/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""10 AM to 5 PM""},{""day"":""Tuesday"",""hours"":""10 AM to 5 PM""},{""day"":""Wednesday"",""hours"":""10 AM to 5 PM""},{""day"":""Thursday"",""hours"":""10 AM to 5 PM""},{""day"":""Friday"",""hours"":""10 AM to 5 PM""},{""day"":""Saturday"",""hours"":""10 AM to 5 PM""},{""day"":""Sunday"",""hours"":""10 AM to 5 PM""}] | Place ID: ChIJT_knTROipBIRB_T0mp4Ka6g",Barcelona,Spain,zoo,"Carrer Doctor Font i Quer, 2, Sants-Montjuïc, 08038 Barcelona, Spain",,https://museuciencies.cat/el-nat/les-seus/jardi-botanic-de-barcelona/
Barcelona Cathedral,41.3834,2.1751,,Barcelona,Spain,,,,
Barcelona Design Museum,41.368711,2.182883,,Barcelona,Spain,,,,
Barcelona Markt,41.3802781,2.1204113,Rating: 4.5/5 (0 reviews) | Place ID: ChIJby0wFACZpBIRWEalkWyBHv4,Barcelona,Spain,market,"Carrer d'Arístides Maillol, 12, Les Corts, 08028 Barcelona, Spain",,
Barcelona Museum of Contemporary Art,41.3754,2.1793,,Barcelona,Spain,,,,
Barcelona Pavilion,41.3683,2.1941,,Barcelona,Spain,,,,
Barcelona Roman city walls,41.3840711,2.1778971,Rating: 4.6/5 (0 reviews) | Place ID: ChIJHQufE_mipBIRXhKyv6uiJNY,Barcelona,Spain,landmark,"Carrer de la Tapineria, 5, 19, Ciutat Vella, 08002 Barcelona, Spain",,
Barcelona Segway Fun Tours,41.3815543,2.179734,"Rating: 4.1/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""10 AM to 7 PM""},{""day"":""Tuesday"",""hours"":""10 AM to 7 PM""},{""day"":""Wednesday"",""hours"":""9 AM to 3 PM""},{""day"":""Thursday"",""hours"":""11:30 AM to 8 PM""},{""day"":""Friday"",""hours"":""10 AM to 8 PM""},{""day"":""Saturday"",""hours"":""10 AM to 9 PM""},{""day"":""Sunday"",""hours"":""10 AM to 7 PM""}] | Place ID: ChIJraw-Lv-ipBIRVJ2tyhFR_OY",Barcelona,Spain,landmark,"Carrer del Correu Vell, Ciutat Vella, 08002 Barcelona, Spain",,https://barcelonasegwayfun.com/?utm_source=Google&utm_medium=mybusiness&utm_campaign=google_my_business
Barcelona Segway Glides,41.3815357,2.1796754,"Rating: 5/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""10 AM to 5:30 PM""},{""day"":""Tuesday"",""hours"":""10 AM to 5:30 PM""},{""day"":""Wednesday"",""hours"":""10 AM to 5:30 PM""},{""day"":""Thursday"",""hours"":""10 AM to 5:30 PM""},{""day"":""Friday"",""hours"":""10 AM to 5:30 PM""},{""day"":""Saturday"",""hours"":""10 AM to 5:30 PM""},{""day"":""Sunday"",""hours"":""10 AM to 5:30 PM""}] | Place ID: ChIJs675JACjpBIRggbjmOxMZTE",Barcelona,Spain,landmark,"Carrer del Correu Vell, 3, Ciutat Vella, 08002 Barcelona, Spain",,https://barcelonasegwayglides.com/
Barcelona Tapas Bar & Restaurant,51.5154196,-0.0755005,"Colourful backdrop of mosaics and original art in Spanish restaurant and bar, part of small chain. | Rating: 4.2/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""11 AM to 12 AM""},{""day"":""Tuesday"",""hours"":""11 AM to 12 AM""},{""day"":""Wednesday"",""hours"":""11 AM to 12 AM""},{""day"":""Thursday"",""hours"":""Closed""},{""day"":""Friday"",""hours"":""11 AM to 12 AM""},{""day"":""Saturday"",""hours"":""11 AM to 12 AM""},{""day"":""Sunday"",""hours"":""Closed""}] | Place ID: ChIJ3XSYrLQcdkgRReXOuEpX9S4",London,United Kingdom,cafe,"Barcelona Tapas Bar & Restaurant 1 Middlesex Street (OFF St Botolph Street, London EC3A 7DT, London E1 7AA, United Kingdom",,http://www.barcelona-tapas.com/
Barcelona viewpoint,41.3695082,2.1549665,"Rating: 4.6/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""Open 24 hours""},{""day"":""Tuesday"",""hours"":""Open 24 hours""},{""day"":""Wednesday"",""hours"":""Open 24 hours""},{""day"":""Thursday"",""hours"":""Open 24 hours""},{""day"":""Friday"",""hours"":""Open 24 hours""},{""day"":""Saturday"",""hours"":""Open 24 hours""},{""day"":""Sunday"",""hours"":""Open 24 hours""}] | Place ID: ChIJK7wXI9yjpBIR76zt8ZqF-2s",Barcelona,Spain,landmark,"Carrer del Mirador del Palau Nacional, 19, Sants-Montjuïc, 08038 Barcelona, Spain",,
Barcelona-Sagrera,41.421667,2.193611,,La Sagrera,Spain,landmark,,,
Barceloneta Beach,41.3757,2.1923,,Barcelona,Spain,,,,
Barceloneta Beach,41.3757,2.1905,,Barcelona,Spain,,,,
Barceloneta Park,41.3825712,2.1926235,"Park featuring soccer & basketball, plus tree-lined walking paths, a bar & views of the ocean. | Rating: 4.3/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""Open 24 hours""},{""day"":""Tuesday"",""hours"":""Open 24 hours""},{""day"":""Wednesday"",""hours"":""Open 24 hours""},{""day"":""Thursday"",""hours"":""Open 24 hours""},{""day"":""Friday"",""hours"":""Open 24 hours""},{""day"":""Saturday"",""hours"":""Open 24 hours""},{""day"":""Sunday"",""hours"":""Open 24 hours""}] | Place ID: ChIJ12cYsQejpBIR4EFRH-H6AA8",Barcelona,Spain,zoo,"Pg. Marítim de la Barceloneta, 15, Ciutat Vella, 08002 Barcelona, Spain",,https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/parc-de-la-barceloneta_96269141552.html
Barclay-Vesey Building,40.713753,-74.012917,,New York,United States,landmark,,,
Barclay-Vesey Building,40.7138579,-74.0133712,Rating: 4.7/5 (0 reviews) | Place ID: ChIJmzRvvd9bwokRC3Aq_P3oBsc,New York,United States,landmark,"140 West St, New York, NY 10007",,
Barclodiad y Gawres,53.2072792,-4.5036113,"Neolithic burial mound with a long passage to the center & distinguishing decorative stones. | Rating: 4.5/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""12 to 4 PM""},{""day"":""Tuesday"",""hours"":""12 to 4 PM""},{""day"":""Wednesday"",""hours"":""12 to 4 PM""},{""day"":""Thursday"",""hours"":""12 to 4 PM""},{""day"":""Friday"",""hours"":""12 to 4 PM""},{""day"":""Saturday"",""hours"":""12 to 4 PM""},{""day"":""Sunday"",""hours"":""12 to 4 PM""}] | Place ID: ChIJO2m6-pe2ZUgRpBcoHi-8iao",Ty Croes,United Kingdom,landmark,"Ty Croes LL63 5TE, United Kingdom",,https://cadw.gov.wales/visit/places-to-visit/barclodiad-y-gawres-chambered-tomb
Barclodiad y Gawres,53.207,-4.50352,,Aberffraw,United Kingdom,cemetery,,,
Bardwell–Ferrant House,44.956111,-93.266389,,Minneapolis,United States,landmark,,,
Bargain Kingdom,51.4623518,0.1092687,"Rating: 3.7/5 (0 reviews) | Hours: [{""day"":""Monday"",""hours"":""9 AM to 6 PM""},{""day"":""Tuesday"",""hours"":""9 AM to 6 PM""},{""day"":""Wednesday"",""hours"":""9 AM to 6 PM""},{""day"":""Thursday"",""hours"":""9 AM to 6 PM""},{""day"":""Friday"",""hours"":""9 AM to 6 PM""},{""day"":""Saturday"",""hours"":""9 AM to 6 PM""},{""day"":""Sunday"",""hours"":""10 AM to 4:30 PM""}] | Place ID: ChIJqWnStMSu2EcRVn6wCgaIEMw",London,United Kingdom,yarn_store,"85 Welling High St, Welling DA16 1TY, United Kingdom",,
Bargello National Museum,43.770398,11.258008,,,,museum,,,
