id,name,coverImage,error
"04a00d8f-bf3a-4f75-ad79-d9472b3a5f3d","Ostankino Tower","http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9E%D1%81%D1%82%D0%B0%D0%BD%D0%BA%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B1%D0%B0%D1%88%D0%BD%D1%8F%20%D0%B2%D0%B5%D1%87%D0%B5%D1%80%D0%BE%D0%BC.jpg","HTTP 429"
"048ad58f-1090-4717-bd09-307e47e28574","Helsinki Olympic Stadium","http://commons.wikimedia.org/wiki/Special:FilePath/Olympiastadion%202%202020-08-12.jpg","HTTP 429"
"04dfb5f9-c518-4270-9cbc-90d262582458","Fraser Tombs","http://commons.wikimedia.org/wiki/Special:FilePath/FraserTombs1.jpg","HTTP 429"
"04f9b01c-fbb1-4e77-b823-8aea7ba47fa3","Vsehsvyatskoe Cemetery","http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9D%D0%B0%D0%B4%D0%B3%D1%80%D0%BE%D0%B1%D0%B8%D0%B5%20%D1%81%20%C2%AB%D0%90%D0%BD%D0%B3%D0%B5%D0%BB%D0%BE%D0%BC%20%D1%81%20%D0%BA%D1%80%D0%B5%D1%81%D1%82%D0%BE%D0%BC%C2%BB%202.jpg","HTTP 429"
"04d9539e-e7a4-4cfc-bbce-fb626874dd8a","Hawkins House","http://commons.wikimedia.org/wiki/Special:FilePath/HAWKINS%20HOUSE%2C%20RENO%2C%20WASHOE%20COUNTY.jpg","HTTP 429"
"04ca6fee-d705-4ec9-b8c8-cb36b4f961f6","Monestir de Sant Benet de Montserrat","http://commons.wikimedia.org/wiki/Special:FilePath/Esgl%C3%A9sia%20de%20Sant%20Benet%20de%20Montserrat%20%28Marganell%29%20-%201.jpg","HTTP 429"
"0556791b-4781-480c-ba57-e9ccfd6ae907","Foochow Mission Cemetery","http://commons.wikimedia.org/wiki/Special:FilePath/Foochow%20mission%20cemetery%20morrison.jpg","HTTP 429"
"05445a71-0e23-4be7-89e6-dd88a96eca84","Everson Museum of Art","http://commons.wikimedia.org/wiki/Special:FilePath/Everson%20Museum%20rear.jpg","HTTP 429"
"053654f8-19e1-4a46-90c3-9705f79344e4","Oulu Cathedral","http://commons.wikimedia.org/wiki/Special:FilePath/Oulu%20Cathedral.jpg","HTTP 429"
"0591306a-7f03-4734-8681-0bc0b79868f7","Soup Curry Okushiba Store Ekimae Soseiji","https://img.vago.to/places/cover/v1/05/91/0591306a-7f03-4734-8681-0bc0b79868f7.jpg","HTTP 404"
"0571c766-62b0-4553-976e-62f3c024fce3","Иорданское кладбище","http://commons.wikimedia.org/wiki/Special:FilePath/Iordanske%20cemetery%20%282%29.JPG","HTTP 429"
"0586fca8-205f-4794-bc80-43d19e2bb575","Congressional Cemetery","http://commons.wikimedia.org/wiki/Special:FilePath/QR%20CC%20cenotaphs%20Tip%20and%20Hale.JPG","HTTP 429"
"0560e5e5-77b1-4cda-870e-c19572edd57c","Glockengasse Synagogue","http://commons.wikimedia.org/wiki/Special:FilePath/Cologne%20Synagogue-Glockengasse-Altes%20Bild1.jpg","HTTP 429"
"05afb630-1e47-4484-b78c-b36bfe582bcd","Finn's Point National Cemetery","http://commons.wikimedia.org/wiki/Special:FilePath/Confederate%20Monument%2C%20Finn%27s%20Point%20National%20Cemetery%2C%20NJ.jpg","HTTP 429"
"05d5a1ea-aa44-4428-b649-ec2cd537301e","Laeken Cemetery","http://commons.wikimedia.org/wiki/Special:FilePath/Cimeti%C3%A8re%20de%20Laeken%2001.JPG","HTTP 429"
"060d48bf-262d-4e44-b47d-b19542ff6eef","Stockholm Olympic Stadium","http://commons.wikimedia.org/wiki/Special:FilePath/Stockholms%20Olympiastadion%2C%20070310.JPG","HTTP 429"
"05fa5085-fae3-455e-a67a-d2a8e5504374","M+","http://commons.wikimedia.org/wiki/Special:FilePath/WKCD%20M%2B%2C%202021.11.jpg","HTTP 429"
"05dd80d3-6cd0-46b2-9d1c-5d742f10d596","Rosersberg Palace","http://commons.wikimedia.org/wiki/Special:FilePath/Rosersberg%20Palace.jpg","HTTP 429"
"05e26819-3a28-464a-b858-66fc03788b03","Palacio Episcopal de Astorga","http://commons.wikimedia.org/wiki/Special:FilePath/Palacio%20episcopal%20de%20Astorga.JPG","HTTP 429"
"05f7d7e2-ce48-49b8-aae0-f805909a6741","122 Calle de Toledo, Madrid","http://commons.wikimedia.org/wiki/Special:FilePath/Calle%20de%20Toledo%20n%C2%BA%20122%20%28Madrid%29%2002.jpg","HTTP 429"
"05be9e47-3538-4398-b553-75d93c6d4328","Haus des Rundfunks","http://commons.wikimedia.org/wiki/Special:FilePath/Westend%20Haus%20des%20Rundfunks%202020.jpg","HTTP 429"
"05c1b6e5-b164-4236-bad5-f14f4c36a022","Royal E. Robbins School","http://commons.wikimedia.org/wiki/Special:FilePath/Waltham%20MA%20Royal%20E%20Robbins%20School.JPG","HTTP 429"
"05c2989b-0deb-4c38-aad5-75ce6e0dc66b","Hinges Communal Cemetery","http://commons.wikimedia.org/wiki/Special:FilePath/Hinges%20Communal%20Cemetery%20-3a.jpg","HTTP 429"
"06893c7c-2b1b-4666-a831-f728efa429ae","Wayne L. Morse United States Courthouse","http://commons.wikimedia.org/wiki/Special:FilePath/Wayne%20L.%20Morse%20United%20States%20Courthouse%20corner%20crop.JPG","HTTP 429"
"06a39820-5edb-4a27-9fd6-ce77efec4845","Parish church of Launsdorf","http://commons.wikimedia.org/wiki/Special:FilePath/Launsdorf%20-%20Kirche.JPG","HTTP 429"
"0645be2a-1d40-48cb-a15d-ae05d5641e34","Grabhügel bei Högersdorf-Rotenhahn","http://commons.wikimedia.org/wiki/Special:FilePath/Hoegersdorf%20-%20Grabhuegel%20Hoegersdorf-Rotenhahn.JPG","HTTP 429"
"0656b9d0-3ccd-44d4-a202-0fc6b6ec3f4a","San Filippo Neri church","http://commons.wikimedia.org/wiki/Special:FilePath/Lodi%2C%20Chiesa%20di%20San%20Filippo%20Neri%20001.JPG","HTTP 429"
"0673f581-fbf8-4f08-b084-a92a21ca6038","Palazzo Strozzi","http://commons.wikimedia.org/wiki/Special:FilePath/Palais%20Strozzi%20-%20Florence%20%28IT52%29%20-%202022-08-31%20-%201.jpg","HTTP 429"
"0649682c-2018-4cb2-8f44-7fddcede4537","Alley of Honor","http://commons.wikimedia.org/wiki/Special:FilePath/Fexri%20Xiyaban%20guller.jpg","HTTP 429"
"06a02605-61fb-4798-bcb1-50dee360eee7","Mitinskoe Cemetery","http://commons.wikimedia.org/wiki/Special:FilePath/Mitinskoe%20cemetery%20entrance.jpg","HTTP 429"
"06287cce-4a45-4783-800a-ab7d1a11216e","William Jennings Bryan House","http://commons.wikimedia.org/wiki/Special:FilePath/William%20Jennings%20Bryan%20House%2002.JPG","HTTP 429"
"066eb488-fd5d-4c79-b942-7ceee82ff049","Grunewald Cemetery","http://commons.wikimedia.org/wiki/Special:FilePath/2006-07-25%20Friedhof%20Grunewald%20Kapelle.jpg","HTTP 429"
"070285e9-2992-4e72-8722-2f383082b1b1","Athies Communal Cemetery","http://commons.wikimedia.org/wiki/Special:FilePath/Athies%20Communal%20Cemetery%20-3.jpg","HTTP 429"
"06aed5a5-9de0-4c06-b614-daf55275b045","Ještěd Tower","http://commons.wikimedia.org/wiki/Special:FilePath/Jested%20002.JPG","HTTP 429"
"06a61885-9e3e-4db0-8b28-a849bde79354","Terrein waarin grafheuvel #45171","http://commons.wikimedia.org/wiki/Special:FilePath/Grafheuvel%2045171.JPG","HTTP 429"
"06bc0cc4-112e-47df-a02c-56617e35e795","Nariwa Museum","http://commons.wikimedia.org/wiki/Special:FilePath/Nariwa-cho%20museum01s4000m.jpg","HTTP 429"
"06cad667-2ba9-47f2-bb35-52aaee451515","Engine Company 26","http://commons.wikimedia.org/wiki/Special:FilePath/Engine%20Company%2026%20DC.jpg","HTTP 429"
"07643576-2412-4cf5-b8c8-9b02d852280f","Original Coffee","https://lh3.googleusercontent.com/p/AF1QipN6Yg_4V9Q5qJ9c1c8oR6N848X2j4n6r0128V-H=s680-w680-h510","HTTP 400"
"077629fd-cf7d-4fdb-af22-6deda2d1aa3b","Thomas Fisher Rare Book Library","http://commons.wikimedia.org/wiki/Special:FilePath/Seminar%20room%20and%20mezzanine.jpg","HTTP 429"
"072a5405-a2c5-4fc6-916d-7f33422eaf14","Tophet of Carthage","http://commons.wikimedia.org/wiki/Special:FilePath/Karthago%20Tophet.JPG","HTTP 429"
"07607239-69d3-401e-b229-dc2f062d49c1","Grabijolų pilkapynas","http://commons.wikimedia.org/wiki/Special:FilePath/Grabijol%C5%B3%20I%20pilkapynas.JPG","HTTP 429"
"076eefa2-7348-44bf-9c2d-6d7f3feb8ad9","Kupfermeisterfriedhof","http://commons.wikimedia.org/wiki/Special:FilePath/Kupfermeisterfriedhof%20010.jpg","HTTP 429"
"07a4b6a7-9465-4354-ae7c-88aec9281515","Run boys! Run girls!","https://img.vago.to/places/cover/v1/07/a4/07a4b6a7-9465-4354-ae7c-88aec9281515.jpg","HTTP 404"
"07a50054-ae45-4a2e-9072-7f6a117833a5","China Media Group Guanghua Road Office Area","http://commons.wikimedia.org/wiki/Special:FilePath/Guanghua%20Road%20Office%20Area%20of%20CMG%20%2820240907141412%29.jpg","HTTP 429"
"079a548b-d996-46c6-98b1-7a049db7505e","cemetery of the victims of the Vajont","http://commons.wikimedia.org/wiki/Special:FilePath/Cimitero%20Vajont%20dopo.jpg","HTTP 429"
"07c55cd4-0d5b-498f-9e33-19e4c4511f23","Westerbegraafplaats","http://commons.wikimedia.org/wiki/Special:FilePath/0453-IJ05-BaarhuisjeWesterbegraafplaats-zij.JPG","HTTP 429"
"079cbc49-45a6-4ce3-86c7-3cf6edd30c46","Kaleva Church","http://commons.wikimedia.org/wiki/Special:FilePath/Kaleva%20Church%204.jpg","HTTP 429"
"07cb9545-d30d-4c97-9feb-1d4868db5127","Fondation Jérôme Seydoux-Pathé","http://commons.wikimedia.org/wiki/Special:FilePath/Th%C3%A9%C3%A2tre%20Gobelins%20vue.jpg","HTTP 429"
"07c4849b-d59a-411a-a41d-369f492b9395","Colón Theater","http://commons.wikimedia.org/wiki/Special:FilePath/Fachada%20del%20Teatro%20Col%C3%B3n%20en%20Buenos%20Aires%2C%20Argentina.jpg","HTTP 429"
"07bad22d-8d67-49df-8cf4-7f81d5c5528d","Palais Brongniart","http://commons.wikimedia.org/wiki/Special:FilePath/Palais%20Brongniart%20Facade.jpg","HTTP 429"
"07bf7ab2-03d7-42e6-8ab9-116fba01ea45","Vignacourt Communal Cemetery","http://commons.wikimedia.org/wiki/Special:FilePath/Le%20cimetiere%20de%20Vignacourt%2C%20Somme.jpg","HTTP 429"
"081cdbed-d6ec-4ad4-8e80-05e7c9cd771b","TANUKI KOJI","https://img.vago.to/places/cover/v1/08/1c/081cdbed-d6ec-4ad4-8e80-05e7c9cd771b.jpg","HTTP 404"
"07ea334f-c292-4170-a82e-02396964db41","Fuunmaru","https://example.com/fuunmaru_ramen.jpg","HTTP 404"
"081ce32b-a47b-4a3d-901c-dbd4521bf066","Osaka Prefectural Chikatsu Asuka Museum","http://commons.wikimedia.org/wiki/Special:FilePath/Chikatsu%20asuka%20museum01s3592.jpg","HTTP 429"
"081179cc-fddb-41b1-9b54-bf42b84c428e","Saddlehorn Caretaker's Residence","http://commons.wikimedia.org/wiki/Special:FilePath/Saddlehorn%20Residence.jpg","HTTP 429"
"07f01920-d193-4f97-9e3a-74ab8dd4bbdd","Begraafplaats Groenesteeg","http://commons.wikimedia.org/wiki/Special:FilePath/Leiden%20-%20Groenesteeg%20%281%29.jpg","HTTP 429"
"0837e363-2903-4813-9a38-9dfb76f4ba0c","United States Post Office","http://commons.wikimedia.org/wiki/Special:FilePath/Lake%20George%2C%20NY%2C%20post%20office.jpg","HTTP 429"
"08322b8d-0c29-493f-9d01-47c051985511","Saint-François-Xavier, Paris","http://commons.wikimedia.org/wiki/Special:FilePath/Saint-Fran%C3%A7ois%20Xavier%202010.jpg","HTTP 429"
"0856a9b9-3a38-45f4-b387-1a713664bffb","Khum Hmon Somm","https://img.vago.to/places/cover/v1/08/56/0856a9b9-3a38-45f4-b387-1a713664bffb.jpg","HTTP 404"
"0854069e-18b1-493a-a455-aabb061344a3","Edirnekapı Martyr's Cemetery","http://commons.wikimedia.org/wiki/Special:FilePath/Edirnekap%C4%B1_%C5%9Fehitli%C4%9Fi5.JPG","HTTP 429"
"08654260-496e-4163-9a2e-4275a6cee659","Sunrise Visitor Center","http://commons.wikimedia.org/wiki/Special:FilePath/2018-06-27%20spring%20opening%20Sunrise%20%2843021506672%29.jpg","HTTP 429"
"088dfd0f-f9d1-4f4a-80fb-a6e7069ff961","MetLife Stadium","http://commons.wikimedia.org/wiki/Special:FilePath/New%20Meadowlands%20Stadium%20Mezz%20Corner.jpg","HTTP 429"
"08859e65-283a-4eda-800a-1e634470931f","Gelehrtenfriedhof (Königsberg)","http://commons.wikimedia.org/wiki/Special:FilePath/Julius-Richelot.jpg","HTTP 429"
"084be516-f8c0-4cbd-96e2-e8b548a880b3","Friedhof (Böckingen)","http://commons.wikimedia.org/wiki/Special:FilePath/Heilbronn%20-%20B%C3%B6ckingen%20-%20Friedhof%20-%20Blick%20aus%20westlicher%20Allee%20zur%20Kapelle%20%281%29.jpg","HTTP 429"
"08638f08-1526-4d91-a99c-63c351056607","St. Nicholas' Church","http://commons.wikimedia.org/wiki/Special:FilePath/Nikolaikirche%20mit%20Tympanon.jpg","HTTP 429"
"088d74fb-8188-44cf-ba93-0cfee01b5d39","Hellighøje","http://commons.wikimedia.org/wiki/Special:FilePath/Postament%20Helligh%C3%B8je1.jpg","HTTP 429"
"08993286-8170-4739-93f7-ef7ff7b89639","Kikanbo","https://example.com/kikanbo_ramen.jpg","HTTP 404"
"08d89870-bb1c-47b2-a849-4832b9c35d71","Menya Itto","https://example.com/menya_itto.jpg","HTTP 404"
"08a6c907-a704-4685-8e78-78f463a71879","Alter Nordfriedhof","http://commons.wikimedia.org/wiki/Special:FilePath/M%C3%BCnchen%20Alter%20Nordfriedhof%20Arkaden.jpg","HTTP 429"
"08b4243a-3d5b-4155-abd3-ae6e6ff90523","Jüdischer Friedhof","http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%BCdischer%20Friedhof%20Dieburg.jpg","HTTP 429"
"09097838-de0d-4f8a-84dc-d370c419ec7c","Levi F. Warren Jr. High School","http://commons.wikimedia.org/wiki/Special:FilePath/Levi%20F%20Warren%20Jr%20High%20School%2C%20West%20Newton%20MA.jpg","HTTP 429"
"08f2a707-5ef0-48ba-b29c-427ff98e2484","Taylor County Courthouse","http://commons.wikimedia.org/wiki/Special:FilePath/Taylor%20County%2C%20GA%20Courthouse.JPG","HTTP 429"
"08c87e07-9b75-49bb-bbff-a958467941c5","Christi Auferstehung","http://commons.wikimedia.org/wiki/Special:FilePath/Christi%20Auferstehung%20006.jpg","HTTP 429"
"08f66261-0075-4b7d-99d9-0737a1a06a60","Bellefontaine Cemetery","http://commons.wikimedia.org/wiki/Special:FilePath/Wainwright%20Tomb%202013.jpg","HTTP 429"
"096bf06f-800d-44b6-b584-fd7381f497e5","Tumulus of Glimes","http://commons.wikimedia.org/wiki/Special:FilePath/Tumulus%20de%20Glimes%2001.jpg","HTTP 429"
"0992d044-11c1-40b0-b438-63e070f5f720","HSBC Building","http://commons.wikimedia.org/wiki/Special:FilePath/HK%20HSBC%20Main%20Building%202008.jpg","HTTP 429"
"09926420-6235-494a-8907-128256b9b152","Stadtcasino Basel","http://commons.wikimedia.org/wiki/Special:FilePath/Musiksaal%20im%20Stadtcasino%20Basel.jpg","HTTP 429"
"0925ec35-39bc-439c-b6e4-a648ec3c63bf","Trade and Exhibition Complex","http://commons.wikimedia.org/wiki/Special:FilePath/%D0%94%D0%BE%D0%BC%20%D1%86%D0%B2%D0%B5%D1%82%D0%BE%D0%B2%2001.jpg","HTTP 429"
"09990262-e097-4a82-8785-c0b43e67f1a7","Pfarrkirche Hll. Petrus und Paulus, Steuerberg","http://commons.wikimedia.org/wiki/Special:FilePath/Steuerberg%201a%20Pfarrkirche%20hll.%20Petrus%20und%20Paulus%20N-Ansicht%2017072007%207031.jpg","HTTP 429"
"096fed4a-6f99-4834-83b5-79b1c8211bb4","Volkovo Cemetery","http://commons.wikimedia.org/wiki/Special:FilePath/Volkovo%20Cemetery%20view%2001.jpg","HTTP 429"
"093b58ff-5725-4c7f-8f9e-240c3d68d29a","St Machar's Cathedral","http://commons.wikimedia.org/wiki/Special:FilePath/Aberdeen%20St%20Machar%20cathedral%2001.jpg","HTTP 429"
"094b50f8-01e3-444f-a4a1-03023eec8471","Cosman Family Cemetery","http://commons.wikimedia.org/wiki/Special:FilePath/Cosman%20Cemetery.jpg","HTTP 429"
